real_ddG,predicted_ddG,index,set,Inner_Fold,Outer_Fold
-8.222192,-6.6385946,433,Training,4,1
5.652566,5.495382,362,Training,4,1
9.809491,11.689398,642,Training,4,1
7.049818,8.658244,249,Training,4,1
11.850297,12.548605,639,Training,4,1
-6.227926,-6.778186,583,Training,4,1
9.738947,9.701089,679,Training,4,1
-9.809491,-7.325581,61,Training,4,1
11.965903,11.860575,399,Training,4,1
10.199505,9.394789,487,Training,4,1
9.081853,7.9967775,45,Training,4,1
8.208399,8.472933,286,Training,4,1
-6.825751,-5.758244,220,Training,4,1
-2.657753,-5.082961,211,Training,4,1
-7.911209,-7.741131,620,Training,4,1
4.421898,4.4719806,562,Training,4,1
-2.809536,-7.711693,168,Training,4,1
10.199505,10.763273,468,Training,4,1
-9.506176,-6.169325,9,Training,4,1
-10.780248,-10.201927,160,Training,4,1
11.591216,11.109891,507,Training,4,1
8.010414,7.502474,432,Training,4,1
-10.757191,-10.364449,327,Training,4,1
4.660579,5.853469,500,Training,4,1
-6.2163453,-5.150352,456,Training,4,1
8.208399,7.7198267,268,Training,4,1
-9.738947,-10.41369,330,Training,4,1
-6.8170114,-8.824853,247,Training,4,1
7.1635184,7.202404,188,Training,4,1
8.208399,7.2697396,271,Training,4,1
9.485906,10.006046,488,Training,4,1
10.757191,10.278082,670,Training,4,1
-4.660579,-2.6463573,15,Training,4,1
9.647698,7.6901393,88,Training,4,1
-6.3323684,-4.9519396,96,Training,4,1
-7.6409483,-6.837933,530,Training,4,1
-11.582187,-10.134754,154,Training,4,1
-6.516863,-5.631137,85,Training,4,1
11.391156,9.182155,542,Training,4,1
-11.427419,-9.627206,340,Training,4,1
10.152485,9.8581085,389,Training,4,1
6.8170114,7.007596,590,Training,4,1
-5.8978305,-9.785693,293,Training,4,1
-10.78479,-10.163295,652,Training,4,1
7.1635184,5.43495,193,Training,4,1
-6.3323684,-6.469574,126,Training,4,1
-11.243289,-11.160799,178,Training,4,1
-8.538893,-8.294486,532,Training,4,1
-3.210377,-5.133346,214,Training,4,1
-8.412317,-8.62957,72,Training,4,1
-7.2991705,-4.904949,570,Training,4,1
7.1635184,9.276549,452,Training,4,1
10.373469,9.103926,551,Training,4,1
-7.573369,-5.4636393,442,Training,4,1
14.634608,12.860888,685,Training,4,1
9.234157,9.025568,485,Training,4,1
10.547015,10.617329,420,Training,4,1
-9.809491,-11.39414,299,Training,4,1
-8.538893,-6.055413,455,Training,4,1
-12.728371,-10.273382,27,Training,4,1
7.6409483,7.010626,267,Training,4,1
-9.234157,-7.3512278,131,Training,4,1
7.573369,7.0135617,99,Training,4,1
10.547433,9.543635,643,Training,4,1
-11.200126,-8.993376,150,Training,4,1
8.538893,5.649466,269,Training,4,1
-4.019613,-7.112943,197,Training,4,1
7.828552,8.272006,666,Training,4,1
9.081853,11.288309,418,Training,4,1
-10.456662,-9.584526,119,Training,4,1
7.2991705,6.5892825,245,Training,4,1
6.8209686,9.1967,250,Training,4,1
-12.728371,-10.177177,82,Training,4,1
11.391156,9.83448,304,Training,4,1
12.346309,12.227772,649,Training,4,1
9.647698,8.885876,565,Training,4,1
-10.456662,-9.49746,321,Training,4,1
-8.010414,-9.020897,42,Training,4,1
-6.2872972,-7.300224,217,Training,4,1
8.538893,8.413381,276,Training,4,1
-6.3846426,-3.6611772,605,Training,4,1
-8.761648,-7.266232,48,Training,4,1
-11.103833,-9.813421,41,Training,4,1
-8.621035,-8.922607,40,Training,4,1
10.373469,10.614307,416,Training,4,1
9.860089,9.107851,672,Training,4,1
-6.562173,-4.529504,459,Training,4,1
-6.7501397,-7.882476,103,Training,4,1
-14.256616,-11.889189,255,Training,4,1
-9.234157,-6.0937686,11,Training,4,1
8.911627,10.076574,520,Training,4,1
8.538893,8.811884,283,Training,4,1
-11.391156,-10.221781,602,Training,4,1
-11.29468,-12.244455,22,Training,4,1
-7.1635184,-7.1587687,454,Training,4,1
7.573369,5.7974195,595,Training,4,1
10.373469,6.722478,242,Training,4,1
9.081853,9.980842,3,Training,4,1
11.880438,10.437133,359,Training,4,1
-9.081853,-7.918826,224,Training,4,1
-8.617138,-7.2653713,233,Training,4,1
5.44685,4.7920465,263,Training,4,1
-4.660579,-6.5789537,157,Training,4,1
-14.222214,-8.660777,118,Training,4,1
-11.366404,-9.741324,328,Training,4,1
-7.911209,-10.4197645,12,Training,4,1
-3.3229718,-4.7075257,39,Training,4,1
9.234157,8.347225,550,Training,4,1
-8.208399,-8.201769,106,Training,4,1
-6.9499965,-8.633465,180,Training,4,1
7.0493245,7.8728237,409,Training,4,1
-8.911627,-7.7590537,621,Training,4,1
9.339688,9.92914,284,Training,4,1
-10.152485,-8.596741,46,Training,4,1
-7.1635184,-6.5585413,536,Training,4,1
9.081853,8.602229,102,Training,4,1
7.573369,7.199396,95,Training,4,1
8.761648,9.96311,391,Training,4,1
-8.970435,-7.3589,326,Training,4,1
-5.269798,-5.7735825,94,Training,4,1
-7.911209,-7.186324,617,Training,4,1
5.9894924,9.96841,390,Training,4,1
-4.398601,-5.272149,586,Training,4,1
-4.8476205,-5.462804,215,Training,4,1
14.222214,10.201014,515,Training,4,1
13.121934,9.640528,547,Training,4,1
-9.647698,-6.5636806,431,Training,4,1
5.8907046,5.1944036,513,Training,4,1
-6.227926,-5.4694133,441,Training,4,1
7.1635184,10.292115,111,Training,4,1
11.582187,11.08162,548,Training,4,1
2.8574557,7.3363442,541,Training,4,1
4.9047456,4.734952,561,Training,4,1
-9.738947,-10.644594,335,Training,4,1
12.982928,10.303989,656,Training,4,1
-11.880438,-11.603482,16,Training,4,1
-1.0335548,-5.881072,631,Training,4,1
12.901878,11.327617,489,Training,4,1
-9.985035,-7.388752,637,Training,4,1
-9.234157,-7.3799944,394,Training,4,1
10.780248,11.652805,427,Training,4,1
-7.1635184,-8.496596,109,Training,4,1
14.662326,12.803364,508,Training,4,1
-11.200126,-8.867207,147,Training,4,1
14.662326,11.720812,426,Training,4,1
-11.200126,-9.497637,123,Training,4,1
9.234157,8.53337,406,Training,4,1
-14.662326,-12.200067,162,Training,4,1
-6.7501397,-7.698329,295,Training,4,1
12.346309,12.230326,495,Training,4,1
8.208399,8.953975,449,Training,4,1
-11.582187,-9.933775,205,Training,4,1
10.456662,9.510523,664,Training,4,1
8.538893,9.421906,112,Training,4,1
12.901878,11.670874,477,Training,4,1
-8.911627,-9.219457,173,Training,4,1
9.964145,9.564012,681,Training,4,1
-12.346309,-10.762331,152,Training,4,1
-7.573369,-7.7340508,235,Training,4,1
13.492493,12.626076,676,Training,4,1
-12.728371,-10.060904,32,Training,4,1
11.013371,11.933838,481,Training,4,1
7.2991705,7.56587,86,Training,4,1
-11.243289,-11.118008,599,Training,4,1
5.269798,5.6154943,437,Training,4,1
-6.399971,-7.9939337,59,Training,4,1
4.823849,8.777185,314,Training,4,1
-8.28646,-7.655794,305,Training,4,1
-8.222192,-5.8474793,17,Training,4,1
-10.199505,-10.004829,125,Training,4,1
10.780248,12.147974,503,Training,4,1
-8.719284,-7.7529078,624,Training,4,1
8.645655,8.339632,662,Training,4,1
-5.8907046,-4.922665,170,Training,4,1
8.538893,11.051739,279,Training,4,1
-6.6005898,-8.51103,148,Training,4,1
12.982928,12.710083,646,Training,4,1
4.398601,6.806429,243,Training,4,1
-10.547433,-9.411829,300,Training,4,1
-13.121934,-11.858083,202,Training,4,1
-8.911627,-6.6313734,615,Training,4,1
-8.645655,-8.508216,325,Training,4,1
-5.681445,-7.1550055,50,Training,4,1
-10.547015,-8.669898,77,Training,4,1
-11.200126,-10.182744,156,Training,4,1
-9.081853,-7.393119,388,Training,4,1
-10.373469,-8.648919,73,Training,4,1
9.234157,7.693777,52,Training,4,1
9.647698,8.551927,238,Training,4,1
-8.538893,-7.703251,619,Training,4,1
-7.6409483,-6.525737,610,Training,4,1
13.121934,10.098534,574,Training,4,1
-6.9499965,-8.2440815,107,Training,4,1
9.8433695,9.728724,526,Training,4,1
-5.182881,-4.77617,37,Training,4,1
-14.222214,-11.521445,291,Training,4,1
11.200126,9.882566,490,Training,4,1
4.660579,3.6403558,358,Training,4,1
6.3323684,6.758807,469,Training,4,1
2.951785,3.3462374,377,Training,4,1
-13.121934,-9.315317,196,Training,4,1
8.645655,9.420132,668,Training,4,1
-13.121934,-9.367292,231,Training,4,1
-7.049818,-6.505835,607,Training,4,1
10.147977,12.736412,376,Training,4,1
9.234157,7.3788834,53,Training,4,1
-9.964145,-9.793562,338,Training,4,1
-4.823849,-7.762851,657,Training,4,1
1.9616554,5.181496,361,Training,4,1
8.208399,8.54433,275,Training,4,1
-9.081853,-6.491989,201,Training,4,1
12.728371,11.646955,371,Training,4,1
-10.757191,-9.055496,324,Training,4,1
9.809491,10.529184,549,Training,4,1
-12.982928,-10.578205,313,Training,4,1
9.485906,10.207988,467,Training,4,1
8.538893,5.4900465,192,Training,4,1
8.538893,10.582865,661,Training,4,1
-8.911627,-9.248286,301,Training,4,1
6.8209686,6.5877943,434,Training,4,1
8.911627,7.1874933,272,Training,4,1
-7.573369,-4.5161896,252,Training,4,1
6.399971,10.241602,402,Training,4,1
7.573369,6.918007,411,Training,4,1
-9.809491,-8.50496,397,Training,4,1
10.456662,10.357642,519,Training,4,1
6.227926,8.095371,240,Training,4,1
4.5566273,5.493953,510,Training,4,1
-4.5566273,-4.7823367,167,Training,4,1
-9.185591,-5.4449577,436,Training,4,1
-11.391156,-8.456424,71,Training,4,1
-4.5000463,-4.266817,221,Training,4,1
-9.8433695,-9.793738,174,Training,4,1
12.074589,9.796564,387,Training,4,1
2.6046152,2.9104023,412,Training,4,1
-6.9499965,-6.545253,537,Training,4,1
7.573369,9.624965,578,Training,4,1
14.662326,14.168648,509,Training,4,1
8.970435,8.628128,669,Training,4,1
-7.168044,-8.159349,64,Training,4,1
2.8103404,3.887592,287,Training,4,1
14.662326,12.942344,372,Training,4,1
3.210377,4.58397,557,Training,4,1
-11.591216,-11.333398,30,Training,4,1
9.234157,7.954279,474,Training,4,1
11.243289,10.662243,654,Training,4,1
5.182881,6.634322,380,Training,4,1
-5.0932493,-7.735303,229,Training,4,1
-8.208399,-7.7529078,629,Training,4,1
-10.456662,-9.427584,176,Training,4,1
-7.1635184,-7.8082604,531,Training,4,1
-14.662326,-11.374584,29,Training,4,1
11.391156,11.965326,259,Training,4,1
-12.346309,-11.80357,306,Training,4,1
11.591216,12.839574,373,Training,4,1
11.582187,11.859218,484,Training,4,1
-9.234157,-7.0534983,207,Training,4,1
5.7354274,7.0816917,317,Training,4,1
-10.147977,-11.111727,33,Training,4,1
-7.0493245,-6.3893633,128,Training,4,1
11.582187,11.685169,497,Training,4,1
-9.809491,-10.914932,316,Training,4,1
11.025974,11.379413,364,Training,4,1
9.647698,9.876652,254,Training,4,1
-9.817585,-9.115928,149,Training,4,1
-10.373469,-8.932377,208,Training,4,1
9.985035,8.609376,294,Training,4,1
7.0493245,6.6871247,471,Training,4,1
11.200126,11.504298,483,Training,4,1
8.402198,9.688889,524,Training,4,1
8.911627,8.606304,278,Training,4,1
-7.3929095,-9.063305,0,Training,4,1
-8.208399,-6.670434,614,Training,4,1
8.617138,9.064991,576,Training,4,1
-12.074589,-10.224079,44,Training,4,1
5.90357,7.233358,195,Training,4,1
13.906964,10.619124,401,Training,4,1
6.562173,6.7327075,114,Training,4,1
11.582187,11.592035,498,Training,4,1
5.8907046,6.7600236,228,Training,4,1
-4.9047456,-4.292762,218,Training,4,1
2.809536,7.8504696,511,Training,4,1
-7.0493245,-7.617341,66,Training,4,1
-11.582187,-11.685059,136,Training,4,1
6.9499965,5.4222703,194,Training,4,1
10.78479,10.958008,309,Training,4,1
3.3229718,3.40127,382,Training,4,1
9.809491,7.8234715,408,Training,4,1
-11.025974,-10.104967,21,Training,4,1
15.600111,12.91484,635,Training,4,1
9.485906,9.931623,494,Training,4,1
9.738947,10.293007,678,Training,4,1
9.485906,11.108505,496,Training,4,1
-6.609324,-4.926588,579,Training,4,1
-7.911209,-8.241444,14,Training,4,1
5.8978305,9.726101,636,Training,4,1
6.227926,7.4726343,98,Training,4,1
-9.809491,-11.573839,130,Training,4,1
-9.234157,-8.11321,142,Training,4,1
-13.492493,-13.115095,333,Training,4,1
-12.103264,-10.046595,25,Training,4,1
-8.402198,-9.152367,181,Training,4,1
12.901878,11.821729,478,Training,4,1
3.514787,5.7239146,440,Training,4,1
-9.860089,-10.466525,651,Training,4,1
-10.373469,-8.552205,589,Training,4,1
-1.9616554,-5.102289,18,Training,4,1
-13.121934,-7.365948,203,Training,4,1
8.538893,8.799655,282,Training,4,1
4.8476205,5.1295185,558,Training,4,1
-9.8433695,-9.010878,183,Training,4,1
4.019613,5.679158,556,Training,4,1
-3.0970547,-3.670641,92,Training,4,1
-8.208399,-7.7675796,618,Training,4,1
10.757191,9.871627,667,Training,4,1
1.0335548,4.1498504,288,Training,4,1
-7.721544,-6.830489,348,Training,4,1
-12.901878,-9.844763,146,Training,4,1
11.243289,10.854256,460,Training,4,1
8.911627,10.175087,516,Training,4,1
6.7501397,7.5355453,110,Training,4,1
-8.538893,-5.478886,612,Training,4,1
-5.7354274,-6.7446184,660,Training,4,1
-8.010414,-7.1330776,210,Training,4,1
8.645655,9.376269,682,Training,4,1
-8.222192,-7.365243,655,Training,4,1
-5.670143,-4.369651,341,Training,4,1
7.2991705,7.741754,241,Training,4,1
14.222214,10.403626,461,Training,4,1
6.7501397,5.7797585,191,Training,4,1
7.911209,9.062101,448,Training,4,1
12.728371,11.674037,425,Training,4,1
12.04771,11.463902,363,Training,4,1
3.9083438,7.736353,527,Training,4,1
7.049818,9.862739,443,Training,4,1
-12.04771,-10.060904,20,Training,4,1
-11.582187,-10.08471,155,Training,4,1
-7.573369,-6.627246,464,Training,4,1
-9.234157,-7.918314,49,Training,4,1
5.670143,4.416321,684,Training,4,1
-6.7501397,-4.957999,458,Training,4,1
-9.485906,-9.698612,124,Training,4,1
-10.757191,-9.724077,337,Training,4,1
-11.366404,-11.341721,650,Training,4,1
-10.780248,-10.605043,26,Training,4,1
11.366404,12.703846,307,Training,4,1
14.256616,12.396202,598,Training,4,1
-11.850297,-11.28344,296,Training,4,1
12.728371,11.179934,502,Training,4,1
-9.809491,-6.0733957,60,Training,4,1
9.647698,9.964299,569,Training,4,1
7.168044,8.494705,407,Training,4,1
-12.901878,-11.358591,135,Training,4,1
8.621035,8.604994,383,Training,4,1
7.049818,7.4726343,101,Training,4,1
7.573369,7.452191,121,Training,4,1
7.911209,7.720195,357,Training,4,1
-8.056087,-8.800678,10,Validation,4,1
-5.652566,-5.4205256,19,Validation,4,1
-10.553817,-10.120655,23,Validation,4,1
-11.157184,-10.470755,31,Validation,4,1
-2.951785,-4.7011313,34,Validation,4,1
-5.05872,-4.854022,35,Validation,4,1
-3.2465277,-3.5897157,36,Validation,4,1
-5.8907046,-7.059871,38,Validation,4,1
11.243289,8.833037,43,Validation,4,1
-5.9894924,-10.030939,47,Validation,4,1
9.234157,6.2516594,51,Validation,4,1
9.809491,8.541496,54,Validation,4,1
-9.234157,-10.899281,55,Validation,4,1
-13.906964,-8.03693,58,Validation,4,1
-9.234157,-8.093659,63,Validation,4,1
-2.5376084,-5.742894,67,Validation,4,1
-2.6046152,-3.7848208,69,Validation,4,1
-9.081853,-9.004433,75,Validation,4,1
-14.393232,-13.138828,79,Validation,4,1
-5.182881,-8.659701,80,Validation,4,1
-8.617138,-11.0263,81,Validation,4,1
-14.662326,-10.283625,83,Validation,4,1
-5.269798,-7.895232,87,Validation,4,1
-8.010414,-6.628236,89,Validation,4,1
8.222192,7.4586277,90,Validation,4,1
9.185591,6.7813373,93,Validation,4,1
-7.911209,-5.9009676,104,Validation,4,1
-7.911209,-8.122776,105,Validation,4,1
6.7501397,1.4217364,115,Validation,4,1
6.562173,7.9105997,116,Validation,4,1
-11.582187,-7.4061065,129,Validation,4,1
-13.34199,-11.453344,133,Validation,4,1
-12.901878,-11.23226,134,Validation,4,1
-11.582187,-11.343449,141,Validation,4,1
-10.199505,-8.551251,144,Validation,4,1
-14.662326,-9.205908,158,Validation,4,1
-12.728371,-9.298796,159,Validation,4,1
-11.591216,-9.265858,164,Validation,4,1
-14.662326,-10.942307,165,Validation,4,1
-14.662326,-12.096006,166,Validation,4,1
-9.8433695,-12.908218,175,Validation,4,1
-6.498485,-11.408056,182,Validation,4,1
-3.9083438,-7.8969493,184,Validation,4,1
7.911209,5.3525543,186,Validation,4,1
7.6409483,8.965217,190,Validation,4,1
-11.391156,-8.817798,199,Validation,4,1
-13.121934,-9.429335,204,Validation,4,1
-4.019613,-5.8781996,213,Validation,4,1
-4.6817904,-5.561714,216,Validation,4,1
-9.647698,-6.825036,222,Validation,4,1
7.2991705,6.3326273,227,Validation,4,1
-11.582187,-7.6645994,232,Validation,4,1
-6.4123206,-6.3827353,234,Validation,4,1
-8.575752,-8.024045,237,Validation,4,1
6.3846426,-10.018866,262,Validation,4,1
7.049818,7.552553,264,Validation,4,1
8.538893,8.603414,280,Validation,4,1
3.7247381,5.5946517,290,Validation,4,1
-15.600111,-10.332788,292,Validation,4,1
-9.234157,-9.420105,298,Validation,4,1
9.860089,11.095469,308,Validation,4,1
-14.256616,-10.720646,310,Validation,4,1
-11.243289,-10.148233,311,Validation,4,1
-8.538893,-8.84673,318,Validation,4,1
12.074589,6.3652315,320,Validation,4,1
-14.634608,-12.473156,322,Validation,4,1
-7.828552,-7.747497,323,Validation,4,1
-9.860089,-9.95701,329,Validation,4,1
-12.287072,-13.560096,334,Validation,4,1
-9.738947,-9.924118,336,Validation,4,1
7.3929095,9.506108,343,Validation,4,1
9.506176,5.4552407,352,Validation,4,1
8.056087,9.178399,353,Validation,4,1
9.234157,5.3851385,354,Validation,4,1
7.168044,7.57883,356,Validation,4,1
5.05872,6.026243,378,Validation,4,1
5.8907046,8.262204,381,Validation,4,1
11.103833,9.517536,384,Validation,4,1
-11.243289,-12.561048,386,Validation,4,1
9.234157,8.497189,392,Validation,4,1
-9.234157,-6.6786094,395,Validation,4,1
9.234157,11.765969,398,Validation,4,1
8.761648,10.807596,400,Validation,4,1
9.809491,7.081546,404,Validation,4,1
9.647698,15.121428,417,Validation,4,1
7.2991705,10.267792,419,Validation,4,1
5.182881,10.503628,423,Validation,4,1
8.617138,13.001812,424,Validation,4,1
6.516863,4.2704315,428,Validation,4,1
-7.2991705,-5.7399116,429,Validation,4,1
3.0970547,2.9134185,435,Validation,4,1
7.911209,7.0330014,447,Validation,4,1
-6.7501397,-7.7743564,453,Validation,4,1
-6.562173,-2.1749232,457,Validation,4,1
-7.2991705,-7.6239634,463,Validation,4,1
11.200126,10.028562,466,Validation,4,1
8.538893,10.487409,470,Validation,4,1
13.34199,11.873322,476,Validation,4,1
9.809491,11.727356,480,Validation,4,1
11.200126,11.620361,482,Validation,4,1
6.6005898,9.385514,491,Validation,4,1
9.817585,10.18051,492,Validation,4,1
11.200126,11.678553,499,Validation,4,1
14.662326,13.973517,505,Validation,4,1
14.222214,6.95292,514,Validation,4,1
9.8433695,10.690672,517,Validation,4,1
9.8433695,13.653025,518,Validation,4,1
11.243289,12.626676,521,Validation,4,1
6.9499965,9.360068,523,Validation,4,1
4.019613,7.1902456,540,Validation,4,1
11.582187,11.853703,543,Validation,4,1
10.547433,8.38694,552,Validation,4,1
6.8209686,8.873625,568,Validation,4,1
11.582187,10.555059,575,Validation,4,1
-10.373469,-4.9947324,585,Validation,4,1
-6.4123206,-7.3413754,587,Validation,4,1
11.582187,7.9598246,596,Validation,4,1
-5.44685,-6.5560513,606,Validation,4,1
13.906964,15.633446,608,Validation,4,1
-8.208399,-7.5217714,611,Validation,4,1
-8.208399,-6.3911123,616,Validation,4,1
-8.538893,-10.279478,622,Validation,4,1
-8.538893,-8.117501,626,Validation,4,1
14.222214,12.21242,634,Validation,4,1
6.7501397,10.472938,638,Validation,4,1
9.234157,9.572318,641,Validation,4,1
8.911627,9.67094,644,Validation,4,1
9.809491,8.8340225,645,Validation,4,1
8.28646,8.950911,648,Validation,4,1
11.366404,12.302897,658,Validation,4,1
9.809491,11.423211,659,Validation,4,1
7.828552,8.616381,674,Validation,4,1
12.287072,13.31945,677,Validation,4,1
7.721544,8.1067505,5,Test,4,1
-13.374806,-11.632213,8,Test,4,1
-11.965903,-10.772321,56,Test,4,1
-8.761648,-9.053688,57,Test,4,1
-7.573369,-5.227975,68,Test,4,1
-9.647698,-13.116816,74,Test,4,1
-7.2991705,-8.401781,76,Test,4,1
-8.839217,-9.159086,78,Test,4,1
-10.780248,-10.200976,84,Test,4,1
-6.8209686,-4.89959,91,Test,4,1
-3.514787,-5.992088,97,Test,4,1
-7.049818,-7.536002,100,Test,4,1
-7.911209,-9.66758,108,Test,4,1
6.2163453,6.9313865,113,Test,4,1
-11.243289,-9.198578,117,Test,4,1
7.2991705,8.2783985,120,Test,4,1
2.0416784,7.6092033,122,Test,4,1
-8.538893,-8.791513,127,Test,4,1
-11.013371,-11.542089,138,Test,4,1
-11.200126,-11.324461,139,Test,4,1
-11.200126,-11.327675,140,Test,4,1
-9.485906,-8.893007,145,Test,4,1
-9.485906,-8.870854,151,Test,4,1
-9.485906,-9.717254,153,Test,4,1
-11.591216,-10.149107,161,Test,4,1
-7.8782945,-5.9415255,169,Test,4,1
-14.222214,-7.1768837,171,Test,4,1
-14.222214,-9.187566,172,Test,4,1
-8.911627,-9.25382,177,Test,4,1
-12.346309,-9.230651,179,Test,4,1
-8.803132,-9.219693,185,Test,4,1
7.6409483,5.7601156,187,Test,4,1
8.538893,7.872923,189,Test,4,1
-11.582187,-11.185568,200,Test,4,1
-9.809491,-7.625429,206,Test,4,1
-10.547433,-7.099061,209,Test,4,1
-11.391156,-7.9566765,212,Test,4,1
-4.421898,-3.922324,219,Test,4,1
-6.8209686,-7.2070436,225,Test,4,1
-9.647698,-7.615403,226,Test,4,1
-10.373469,-7.138797,230,Test,4,1
6.609324,6.565623,236,Test,4,1
8.222192,8.649792,239,Test,4,1
6.4123206,8.354624,244,Test,4,1
10.373469,9.173087,246,Test,4,1
7.2991705,8.527171,248,Test,4,1
7.573369,10.71683,251,Test,4,1
-11.582187,-6.659505,253,Test,4,1
11.243289,8.366758,256,Test,4,1
8.911627,6.419029,266,Test,4,1
8.911627,6.6928434,270,Test,4,1
8.208399,6.692843,273,Test,4,1
7.911209,7.6233244,274,Test,4,1
8.719284,8.472933,281,Test,4,1
8.208399,4.246833,289,Test,4,1
-9.809491,-8.932593,302,Test,4,1
-12.982928,-11.854084,303,Test,4,1
8.222192,8.605146,312,Test,4,1
-11.366404,-11.648117,315,Test,4,1
-8.645655,-10.580536,319,Test,4,1
-10.206749,-7.3391123,332,Test,4,1
-8.645655,-9.681337,339,Test,4,1
9.41236,8.541496,344,Test,4,1
-9.081853,-9.115205,346,Test,4,1
13.374806,10.928326,351,Test,4,1
7.911209,10.573629,355,Test,4,1
11.29468,13.6915245,365,Test,4,1
10.553817,11.409845,366,Test,4,1
11.157184,11.160337,367,Test,4,1
12.103264,11.43803,368,Test,4,1
10.780248,11.91942,369,Test,4,1
12.728371,11.467131,370,Test,4,1
11.157184,11.776511,374,Test,4,1
12.728371,11.463902,375,Test,4,1
8.010414,8.759368,385,Test,4,1
5.681445,8.447178,393,Test,4,1
-9.234157,-6.8888593,396,Test,4,1
8.360079,6.9539948,405,Test,4,1
2.5376084,4.3004966,410,Test,4,1
8.131989,9.930977,413,Test,4,1
11.391156,10.425943,414,Test,4,1
8.412317,10.534032,415,Test,4,1
8.839217,11.131999,421,Test,4,1
5.269798,7.1601095,430,Test,4,1
-7.573369,-5.312045,438,Test,4,1
6.3323684,5.4904456,439,Test,4,1
-7.049818,-5.4694133,444,Test,4,1
-9.081853,-7.318175,445,Test,4,1
6.7501397,10.357482,446,Test,4,1
6.9499965,9.046705,450,Test,4,1
7.911209,10.549905,451,Test,4,1
10.456662,11.246771,462,Test,4,1
9.809491,12.137895,473,Test,4,1
11.200126,11.761107,475,Test,4,1
11.582187,12.411198,479,Test,4,1
3.1565387,7.384193,486,Test,4,1
14.662326,11.235903,501,Test,4,1
11.591216,12.208077,504,Test,4,1
12.728371,14.193514,506,Test,4,1
12.346309,10.251982,522,Test,4,1
6.498485,11.000452,525,Test,4,1
-7.6409483,-9.115726,533,Test,4,1
-6.7501397,-6.3357744,534,Test,4,1
-8.538893,-3.059336,535,Test,4,1
9.081853,6.1212244,544,Test,4,1
13.121934,11.328642,545,Test,4,1
13.121934,7.011436,546,Test,4,1
8.010414,9.651556,553,Test,4,1
2.657753,5.6181755,554,Test,4,1
9.647698,9.008745,566,Test,4,1
9.081853,10.012414,567,Test,4,1
5.0932493,-6.806999,572,Test,4,1
8.575752,8.461894,580,Test,4,1
-9.647698,-7.328828,581,Test,4,1
-8.222192,-7.374323,582,Test,4,1
-7.2991705,-3.407585,584,Test,4,1
-7.2991705,-7.2190084,588,Test,4,1
-7.2991705,-8.767846,591,Test,4,1
-7.049818,-7.46945,592,Test,4,1
-6.8209686,-9.791041,593,Test,4,1
-7.573369,-9.645709,594,Test,4,1
-9.647698,-8.657079,597,Test,4,1
-8.911627,-5.92321,609,Test,4,1
-8.911627,-6.3911123,613,Test,4,1
-8.538893,-7.8171725,623,Test,4,1
-8.538893,-8.069481,625,Test,4,1
-9.339688,-9.010987,627,Test,4,1
-2.8103404,-5.642136,630,Test,4,1
-11.391156,-8.200735,647,Test,4,1
14.256616,10.342053,653,Test,4,1
14.634608,12.314104,665,Test,4,1
11.366404,8.936285,671,Test,4,1
10.757191,9.496475,680,Test,4,1
11.427419,9.446138,683,Test,4,1
-7.168044,-8.684382,64,Training,5,1
-8.208399,-6.152611,616,Training,5,1
-11.591216,-9.577367,30,Training,5,1
8.28646,9.198534,648,Training,5,1
-6.227926,-6.5360546,583,Training,5,1
-8.575752,-8.323522,237,Training,5,1
4.660579,5.8783875,500,Training,5,1
-12.074589,-10.78595,663,Training,5,1
-7.911209,-7.477902,617,Training,5,1
6.7501397,5.684426,110,Training,5,1
5.9894924,8.5899725,390,Training,5,1
9.081853,10.055671,3,Training,5,1
-10.199505,-7.852128,144,Training,5,1
-9.41236,-8.46936,1,Training,5,1
5.90357,7.3612127,195,Training,5,1
-8.911627,-8.376844,173,Training,5,1
13.906964,9.948789,401,Training,5,1
-11.103833,-8.122734,41,Training,5,1
-3.9083438,-6.4836516,184,Training,5,1
9.647698,8.60003,88,Training,5,1
-9.860089,-10.615898,651,Training,5,1
-12.728371,-10.652484,32,Training,5,1
-4.660579,-3.0726469,15,Training,5,1
-7.721544,-7.3229074,348,Training,5,1
8.911627,8.530934,278,Training,5,1
-6.3846426,-3.2239203,605,Training,5,1
-7.049818,-5.552147,607,Training,5,1
-3.2465277,-1.7925351,36,Training,5,1
9.738947,9.166053,679,Training,5,1
-13.906964,-12.76464,265,Training,5,1
8.617138,8.803559,424,Training,5,1
10.456662,9.59286,519,Training,5,1
-9.234157,-5.970233,395,Training,5,1
13.121934,10.526878,574,Training,5,1
5.44685,4.2117004,263,Training,5,1
14.222214,11.813256,634,Training,5,1
10.147977,12.186479,376,Training,5,1
-10.373469,-9.198882,208,Training,5,1
9.234157,8.153846,406,Training,5,1
2.951785,3.5649874,377,Training,5,1
-5.7354274,-4.9540844,660,Training,5,1
12.728371,11.412477,425,Training,5,1
9.647698,8.395299,565,Training,5,1
8.056087,9.340907,353,Training,5,1
9.234157,8.704675,392,Training,5,1
-14.393232,-10.880961,79,Training,5,1
-9.647698,-8.369015,431,Training,5,1
-3.1565387,-6.5328054,143,Training,5,1
-8.222192,-6.858016,17,Training,5,1
3.514787,4.596353,440,Training,5,1
-5.44685,-6.015154,606,Training,5,1
7.0493245,7.765315,409,Training,5,1
4.660579,3.7375143,358,Training,5,1
